Time (sec),Pedal Position(%) wped_w,Engine Speed(RPM) nmot_w,Vehicle Speed(KMH) vfzg_w,Actual Boost Pressure(mBar) pvdkds_w,Desired Boost Pressure(mBar) plsol_w,Lambda Actual Value(Lambda) lamsoni_w,Lambda Target Value(Lambda) lamsons_w,Lambda BTS Value(Lambda) lambts_w,Lambda LAMFAW Value(Lambda) lamfa_w,Actual Load(%) rl_w,Requested Load(%) rlsol_w,Max Load(%) rlmax_w,Ignition Angle Output(Deg BTDC) zwout,Actual Ignition Angle(Deg BTDC) zwist,Mass Air Flow(kg/h) mshfm_w,Lambda Control (Fuel Trim)(%) fr_w,Throttle Angle(%) wdkba,Intake Air Temperature(Deg C) tans,Average Knock Retard(Deg BTDC) wkrma,Cylinder 1 Knock Retard(Deg BTDC) dwkrz_0,Cylinder 2 Knock Retard(Deg BTDC) dwkrz_1,Cylinder 3 Knock Retard(Deg BTDC) dwkrz_2,Cylinder 4 Knock Retard(Deg BTDC) dwkrz_3,
45.400,0.0000,4015.5,116.7,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.97,14.25,167.37,13.50,12.00,56.00,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.500,0.0000,3995.0,116.2,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.90,14.25,167.70,12.75,11.25,51.60,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.600,0.0000,3976.0,115.6,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,14.02,13.50,167.74,12.00,11.25,55.30,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.600,0.0000,3956.0,115.1,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.62,13.50,167.70,12.00,11.25,51.00,1.0000,8.2,18.00,0.00,0.00,0.00,0.00,0.00,
45.700,0.0000,3940.0,114.5,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.57,13.50,167.53,12.00,11.25,52.60,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
45.800,0.0000,3919.0,114.0,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.45,13.50,167.11,12.00,11.25,50.30,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
45.900,0.0000,3907.8,113.5,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.13,13.50,167.53,12.00,11.25,49.20,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
45.900,0.0000,3882.8,112.9,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.03,13.50,167.65,12.00,11.25,50.80,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
46.000,0.0000,3871.3,112.3,1046.3,1000.4,5.0000,1.0469,1.0000,1.0000,13.20,13.50,167.72,12.00,11.25,47.20,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
46.100,0.0000,3846.5,111.8,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,12.98,13.50,167.41,12.00,11.25,50.80,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.200,0.0000,3828.3,111.3,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,12.96,13.50,167.46,11.25,10.50,49.90,1.0000,7.8,18.00,0.00,0.00,0.00,0.00,0.00,
46.200,0.0000,3812.8,110.8,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.05,13.50,168.21,11.25,10.50,48.60,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.300,0.0000,3795.0,110.3,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.01,13.50,167.44,11.25,10.50,48.70,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.400,0.0000,3773.0,109.8,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,13.05,13.50,167.25,11.25,10.50,46.70,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.400,0.0000,3757.5,109.2,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.36,13.50,167.46,11.25,10.50,51.10,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.500,0.0000,3745.3,108.7,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,13.43,12.75,167.34,11.25,10.50,49.80,1.0000,7.5,18.00,0.00,0.00,0.00,0.00,0.00,
46.600,0.0000,3729.0,108.2,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,13.15,12.75,167.37,11.25,10.50,47.50,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
46.700,0.0000,3717.3,107.8,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,12.77,12.75,167.30,11.25,10.50,46.70,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
46.700,0.0000,3692.3,107.3,1043.0,1000.4,5.0000,1.0469,1.0000,1.0000,12.70,12.75,167.13,11.25,10.50,48.40,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
46.800,0.0000,3678.5,106.8,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,12.63,12.75,166.88,10.50,9.75,47.80,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
46.900,0.0000,3659.8,106.3,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,12.49,12.75,167.30,10.50,9.75,42.80,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.000,0.0000,3639.0,105.9,1039.8,1000.4,5.0000,1.0469,1.0000,1.0000,12.45,12.75,167.13,10.50,9.75,45.80,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.000,0.0000,3624.8,105.4,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.56,12.75,167.11,10.50,9.75,43.10,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.100,0.0000,3603.5,104.9,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.61,12.75,167.13,10.50,9.75,44.70,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.200,0.0000,3585.8,104.4,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.59,12.75,167.11,10.50,9.75,45.60,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.300,0.0000,3575.3,103.8,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.59,12.75,166.99,10.50,9.75,44.40,1.0000,7.1,18.00,0.00,0.00,0.00,0.00,0.00,
47.300,0.0000,3559.0,103.4,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.49,12.75,166.92,10.50,9.75,42.20,1.0000,6.7,18.00,0.00,0.00,0.00,0.00,0.00,
47.400,0.0000,3541.0,102.9,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.56,12.75,166.95,10.50,9.75,44.20,1.0000,6.7,18.00,0.00,0.00,0.00,0.00,0.00,
47.500,0.0000,3528.8,102.5,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.68,12.75,166.92,10.50,9.75,45.80,1.0000,6.7,18.00,0.00,0.00,0.00,0.00,0.00,
47.600,0.0000,3503.8,102.0,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.75,12.00,166.78,9.75,9.00,43.20,1.0000,6.7,18.00,0.00,0.00,0.00,0.00,0.00,
47.600,0.0000,3487.8,101.5,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.84,12.00,166.80,9.75,9.00,42.10,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
47.700,0.0000,3475.3,101.0,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.05,12.00,166.78,9.75,9.00,38.30,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
47.800,0.0000,3464.0,100.5,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.84,12.00,166.90,9.75,9.00,38.20,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
47.900,0.0000,3449.8,100.0,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.84,12.00,166.83,9.75,9.00,37.50,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
47.900,0.0000,3432.3,99.6,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.79,12.00,166.66,9.75,9.00,38.80,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.000,0.0000,3413.5,99.2,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.72,12.00,166.66,9.00,8.25,38.30,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.100,0.0000,3402.8,98.8,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.77,12.00,166.34,9.00,8.25,39.80,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.100,0.0000,3394.8,98.4,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.00,12.00,166.62,9.00,8.25,41.40,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.200,0.0000,3380.3,98.0,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.26,12.00,166.62,9.00,8.25,41.50,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.300,0.0000,3365.8,97.6,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,12.00,12.00,166.62,9.00,8.25,39.60,1.0000,6.3,18.00,0.00,0.00,0.00,0.00,0.00,
48.400,0.0000,3352.5,97.2,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.91,12.00,166.52,9.00,8.25,40.70,1.0000,5.9,18.00,0.00,0.00,0.00,0.00,0.00,
48.400,0.0000,3344.8,96.9,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.88,11.25,166.48,8.25,7.50,38.40,1.0000,5.9,18.00,0.00,0.00,0.00,0.00,0.00,
48.500,0.0000,3333.5,96.5,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.58,11.25,166.48,8.25,7.50,36.40,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
48.600,0.0000,3323.3,96.2,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.13,11.25,166.50,8.25,7.50,34.90,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
48.700,0.0000,3316.5,95.9,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.09,11.25,166.45,8.25,7.50,36.90,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
48.700,0.0000,3306.0,95.7,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,10.97,11.25,166.43,8.25,7.50,36.60,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
48.800,0.0000,3294.5,95.4,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,10.85,11.25,166.41,8.25,7.50,34.90,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
48.900,0.0000,3281.0,95.1,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,10.85,11.25,165.98,8.25,7.50,34.00,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.000,0.0000,3273.5,94.8,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,11.09,11.25,166.41,8.25,7.50,35.20,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.000,0.0000,3264.3,94.5,1039.8,1000.5,5.0000,1.0469,1.0000,1.0000,10.95,11.25,166.36,8.25,7.50,32.70,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.100,0.0000,3259.0,94.2,1036.6,1000.5,5.0000,1.0469,1.0000,1.0000,11.18,11.25,166.41,8.25,7.50,37.70,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.200,0.0000,3249.0,93.9,1036.6,1000.5,5.0000,1.0469,1.0000,1.0000,11.25,11.25,166.29,7.50,6.75,35.90,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.300,0.0000,3238.3,93.7,1036.6,1000.5,5.0000,1.0469,1.0000,1.0000,11.09,11.25,166.34,7.50,6.75,33.70,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.300,0.0000,3224.3,93.4,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,11.02,11.25,166.27,7.50,6.75,34.80,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.400,0.0000,3215.8,93.1,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.95,11.25,166.24,7.50,6.75,34.50,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.500,0.0000,3206.8,92.8,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,11.13,11.25,166.17,7.50,6.75,33.50,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.500,0.0000,3197.3,92.5,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,11.20,11.25,166.22,7.50,6.75,35.00,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.600,0.0000,3189.3,92.3,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,11.16,10.50,166.15,7.50,6.75,36.90,1.0000,5.5,18.00,0.00,0.00,0.00,0.00,0.00,
49.700,0.0000,3176.3,92.0,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.85,10.50,166.17,7.50,6.75,31.00,1.0000,5.1,18.00,0.00,0.00,0.00,0.00,0.00,
49.800,0.0000,3170.0,91.7,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.43,10.50,166.10,6.75,6.00,33.10,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
49.800,0.0000,3155.8,91.4,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.24,10.50,166.05,6.75,6.00,31.90,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
49.900,0.0000,3145.8,91.1,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.31,10.50,166.08,6.75,6.00,30.70,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.000,0.0000,3133.0,90.8,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.22,10.50,166.01,6.75,6.00,32.20,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.100,0.0000,3127.8,90.5,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.41,10.50,166.01,6.75,6.00,31.90,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.100,0.0000,3117.8,90.2,1036.6,1000.6,5.0000,1.0469,1.0000,1.0000,10.31,10.50,165.96,6.75,6.00,31.00,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.200,0.0000,3110.3,90.0,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.41,10.50,165.96,6.75,6.00,32.00,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.300,0.0000,3100.0,89.7,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.24,10.50,165.98,6.75,6.00,30.40,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.300,0.0000,3091.0,89.4,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.22,10.50,165.91,6.75,6.00,31.60,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.400,0.0000,3075.5,89.1,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.41,10.50,165.89,6.00,5.25,34.20,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.500,0.0000,3063.0,88.8,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.38,10.50,165.91,6.00,5.25,32.10,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.600,0.0000,3054.8,88.4,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.29,10.50,165.87,6.00,5.25,30.90,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.700,0.0000,3053.0,88.1,1033.4,1000.6,5.0000,1.0469,1.0000,1.0000,10.31,10.50,165.96,6.00,5.25,30.60,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.700,0.0000,3043.8,87.9,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.27,10.50,165.38,6.00,5.25,30.10,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.800,0.0000,3037.0,87.7,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.15,10.50,165.80,6.00,5.25,29.30,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.900,0.0000,3026.3,87.5,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.22,10.50,165.80,6.00,5.25,30.30,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
50.900,0.0000,3016.3,87.3,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.29,10.50,165.73,6.00,5.25,28.80,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.000,0.0000,3007.5,87.0,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.29,10.50,165.75,6.00,5.25,28.90,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.100,0.0000,3002.3,86.8,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.22,10.50,165.73,6.00,5.25,29.50,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.200,0.0000,2996.5,86.6,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.34,10.50,165.68,5.25,4.50,34.10,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.200,0.0000,2988.3,86.3,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.17,10.50,165.84,5.25,4.50,29.50,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.300,0.0000,2984.0,86.1,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.13,10.50,165.66,5.25,4.50,29.70,1.0000,4.7,18.00,0.00,0.00,0.00,0.00,0.00,
51.400,0.0000,2981.5,86.0,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.13,10.50,165.70,5.25,4.50,29.30,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.500,0.0000,2974.3,85.8,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.36,10.50,165.59,5.25,4.50,30.50,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.500,0.0000,2967.3,85.7,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.05,10.50,165.59,5.25,4.50,29.30,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.600,0.0000,2956.0,85.5,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.27,10.50,165.56,5.25,4.50,29.90,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.700,0.0000,2959.3,85.3,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.08,10.50,165.42,5.25,4.50,28.30,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.700,0.0000,2952.3,85.1,1033.4,1000.7,5.0000,1.0469,1.0000,1.0000,10.20,10.50,165.56,5.25,4.50,29.70,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.800,0.0000,2956.8,85.0,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.36,10.50,165.33,5.25,4.50,28.70,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
51.900,0.0000,2947.5,84.9,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.24,10.50,165.47,5.25,4.50,27.20,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.000,0.0000,2940.3,84.8,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.27,10.50,165.40,5.25,4.50,30.20,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.000,0.0000,2934.3,84.6,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.41,10.50,165.33,5.25,4.50,29.60,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.100,0.0000,2934.5,84.5,1027.0,1000.7,5.0000,1.0469,1.0000,1.0000,10.43,10.50,165.33,5.25,4.50,30.90,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.200,0.0000,2918.8,84.3,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.34,10.50,165.26,5.25,4.50,30.70,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.300,0.0000,2919.0,84.1,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.34,10.50,165.19,5.25,4.50,30.40,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.300,0.0000,2915.3,84.0,1030.2,1000.7,5.0000,1.0469,1.0000,1.0000,10.31,10.50,165.19,5.25,4.50,27.60,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.400,0.0000,2915.5,83.9,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.38,10.50,165.19,5.25,4.50,31.20,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.500,0.0000,2910.5,83.8,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.36,10.50,165.21,5.25,4.50,31.00,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.600,0.0000,2905.8,83.7,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.48,10.50,165.21,4.50,3.75,32.10,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.600,0.0000,2897.8,83.6,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.48,10.50,165.12,4.50,3.75,29.80,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.700,0.0000,2896.0,83.4,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.66,10.50,165.07,4.50,3.75,29.30,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.800,0.2167,2890.5,83.3,1030.2,1000.8,5.0000,1.0469,1.0000,1.0000,10.38,10.50,165.07,4.50,3.75,27.90,1.0000,4.7,17.25,0.00,0.00,0.00,0.00,0.00,
52.900,5.4326,2887.0,83.2,1030.2,1000.8,5.0000,0.8999,1.0000,1.0000,10.43,15.75,165.05,9.75,9.00,31.90,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
52.900,8.9118,2899.5,83.0,1030.2,1000.8,5.0000,0.8999,1.0000,1.0000,13.57,15.75,165.00,17.25,16.50,45.00,1.0000,6.7,17.25,0.00,0.00,0.00,0.00,0.00,
53.000,8.9118,2876.8,82.9,1027.0,1000.8,2.2981,0.8999,1.0000,1.0000,14.60,15.75,165.12,24.75,24.00,43.90,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
53.100,10.2181,2873.8,82.9,1027.0,1000.8,1.2000,0.8999,1.0000,1.0000,15.12,15.96,165.02,21.75,21.00,44.50,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
53.100,10.6515,2885.0,82.8,1027.0,1000.9,1.0020,0.8999,1.0000,1.0000,15.49,16.66,164.88,22.50,21.75,44.70,1.0000,7.1,17.25,0.00,0.00,0.00,0.00,0.00,
53.200,13.4776,2877.3,82.7,1027.0,1000.9,0.9749,0.8999,1.0000,1.0000,15.54,21.59,164.93,27.75,27.00,43.80,1.0000,7.8,17.25,0.00,0.00,0.00,0.00,0.00,
53.300,14.7808,2881.3,82.6,1023.8,1000.9,0.9773,0.8999,1.0000,1.0000,17.67,23.51,164.93,30.75,30.00,57.30,1.0000,9.4,17.25,0.00,0.00,0.00,0.00,0.00,
53.400,16.0871,2892.0,82.6,1020.5,1000.9,0.9873,0.8999,1.0000,1.0000,20.79,26.65,164.98,28.50,27.75,66.90,1.0000,10.6,17.25,0.00,0.00,0.00,0.00,0.00,
53.400,16.9569,2901.3,82.5,1017.3,1000.9,0.9985,0.8999,1.0000,1.0000,25.13,29.04,165.40,23.25,15.00,85.30,1.0000,11.8,17.25,0.00,0.00,0.00,0.00,0.00,
53.500,16.9569,2874.8,82.5,1020.5,1000.9,1.0149,0.8999,1.0000,1.0000,28.08,29.06,165.09,39.00,38.25,86.00,1.0051,12.5,17.25,0.00,0.00,0.00,0.00,0.00,
53.600,16.9569,2881.5,82.5,1020.5,1000.9,0.9636,0.8999,1.0000,1.0000,29.63,29.09,164.84,40.50,39.75,86.10,1.0120,12.2,17.25,0.00,0.00,0.00,0.00,0.00,
53.700,16.9569,2878.8,82.5,1027.0,1000.9,0.9399,0.9746,1.0000,1.0000,29.48,29.46,165.07,40.50,39.75,84.50,1.0251,12.2,17.25,0.00,0.00,0.00,0.00,0.00,
53.700,17.3903,2881.8,82.6,1027.0,1000.9,0.9224,0.9746,1.0000,1.0000,29.95,30.68,165.30,39.75,39.00,88.20,1.0326,12.2,17.25,0.00,0.00,0.00,0.00,0.00,
53.800,17.3903,2879.8,82.6,1030.2,1000.9,0.9399,0.9746,1.0000,1.0000,29.98,30.66,164.98,39.75,39.00,82.50,1.0300,12.5,17.25,0.00,0.00,0.00,0.00,0.00,
53.900,17.3903,2882.0,82.6,1033.4,1000.9,0.9148,0.9746,1.0000,1.0000,30.47,30.66,164.98,39.75,39.00,87.50,1.0146,12.5,17.25,0.00,0.00,0.00,0.00,0.00,
54.000,17.3903,2879.8,82.6,1036.6,1000.9,0.8906,0.9746,1.0000,1.0000,30.45,30.73,165.00,39.75,39.00,88.20,0.9933,12.5,17.25,0.00,0.00,0.00,0.00,0.00,
54.000,17.8267,2885.5,82.6,1039.8,1000.9,0.9268,0.9746,1.0000,1.0000,30.42,31.85,164.93,39.75,39.00,89.60,0.9782,12.5,17.25,0.00,0.00,0.00,0.00,0.00,
54.100,18.2601,2889.5,82.7,1039.8,1000.9,0.9712,0.9746,1.0000,1.0000,31.01,33.05,164.98,39.75,39.00,89.80,0.9771,12.9,17.25,0.00,0.00,0.00,0.00,0.00,
54.200,18.6966,2892.8,82.8,1039.8,1000.9,0.9985,0.9746,1.0000,1.0000,31.76,34.34,165.42,39.00,38.25,89.10,0.9863,12.9,17.25,0.00,0.00,0.00,0.00,0.00,
54.300,18.6966,2889.8,82.8,1043.0,1000.9,1.0166,0.9746,1.0000,1.0000,32.55,34.41,165.05,39.00,38.25,98.00,0.9988,13.7,17.25,0.00,0.00,0.00,0.00,0.00,
54.300,19.1299,2888.5,82.8,1046.3,1000.9,1.0115,0.9746,1.0000,1.0000,33.59,35.65,165.16,39.00,38.25,101.60,1.0099,14.1,17.25,0.00,0.00,0.00,0.00,0.00,
54.400,19.1299,2892.5,82.9,1049.5,1000.9,0.9941,0.9746,1.0000,1.0000,34.29,35.60,165.07,39.00,38.25,99.00,1.0175,13.7,17.25,0.00,0.00,0.00,0.00,0.00,
54.500,21.3060,2897.5,82.9,1052.7,1095.0,0.9849,0.9746,1.0000,1.0000,34.50,43.85,165.38,39.00,38.25,97.10,1.0206,14.9,17.25,0.00,0.00,0.00,0.00,0.00,
54.600,22.1728,2903.3,83.0,1049.5,1078.9,0.9812,0.9746,1.0000,1.0000,38.02,47.55,165.21,38.25,37.50,126.80,1.0221,18.0,17.25,0.00,0.00,0.00,0.00,0.00,
54.600,23.4790,2912.5,83.1,1046.3,1114.0,1.0063,0.9746,1.0000,1.0000,46.76,53.48,165.23,36.75,36.00,167.70,1.0268,22.4,17.25,0.00,0.00,0.00,0.00,0.00,
54.700,23.4790,2921.8,83.2,1055.9,1115.0,1.0166,0.9746,1.0000,1.0000,56.63,53.53,165.52,33.75,33.00,185.70,1.0392,23.9,17.25,0.00,0.00,0.00,0.00,0.00,
